Playlist,Curator,Followers,28-Day Change,28-Day Add,Genres,Personalized,Track Age,Playlist Updated,Playlist ID,Playlist Url,Spotify Playlist ID,Spotify Playlist URL,Curator ID,Curator URL,Spotify Curator ID,Spotify Curator URL
wtcN Main,Ferit Karakaya,42.77K,-79,0%,"Pop, Electronic, Hip-Hop/Rap",No,catalogue,"Jan 12, 2023",1777195,/playlist/spotify?id=1777195,1YDld8tranfXqnSLfLvqfn,https://open.spotify.com/user/12100978680/playlist/1YDld8tranfXqnSLfLvqfn,16140,/curator/spotify?id=1777195,12100978680,https://open.spotify.com/user/12100978680
Deutschrap 2021,Geefaze,42.76K,0,0%,"Hip-Hop/Rap, Alternative, Gangsta Rap",No,catalogue,"Oct 24, 2021",2408459,/playlist/spotify?id=2408459,3MoRYIVxJGP7pxlddQdeb3,https://open.spotify.com/user/ntr8b1jzcwsckdy6b0hf3l9n0/playlist/3MoRYIVxJGP7pxlddQdeb3,14480613,/curator/spotify?id=2408459,ntr8b1jzcwsckdy6b0hf3l9n0,https://open.spotify.com/user/ntr8b1jzcwsckdy6b0hf3l9n0
Throw It Back +,listdmusic,42.76K,-67,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,catalogue,"Jan 12, 2023",1669801,/playlist/spotify?id=1669801,1ZgiOZJ9qJmdVeySdqIEef,https://open.spotify.com/user/listdmusic/playlist/1ZgiOZJ9qJmdVeySdqIEef,224096,/curator/spotify?id=1669801,listdmusic,https://open.spotify.com/user/listdmusic
Best Music,James Hyde,42.76K,5253,63%,"R&B/Soul, Pop, Hip-Hop/Rap",No,frontline,"Jan 19, 2023",14955352,/playlist/spotify?id=14955352,6SDtB5mYYfLAYgL6hazSpC,https://open.spotify.com/user/31m2zi7tta3ftybgjhzcljxmgy4a/playlist/6SDtB5mYYfLAYgL6hazSpC,23518794,/curator/spotify?id=14955352,31m2zi7tta3ftybgjhzcljxmgy4a,https://open.spotify.com/user/31m2zi7tta3ftybgjhzcljxmgy4a
Pitchfork Selects,Pitchfork,42.75K,309,2%,"Alternative, Hip-Hop/Rap, Electronic",No,mixed,"Jan 18, 2023",2015678,/playlist/spotify?id=2015678,7f9o34JAe8ZSRq4GX7f0Ol,https://open.spotify.com/user/pitchfork/playlist/7f9o34JAe8ZSRq4GX7f0Ol,177200,/curator/spotify?id=2015678,pitchfork,https://open.spotify.com/user/pitchfork
Work Out Music,Meditation Station,42.74K,-47,9%,"Hip-Hop/Rap, Pop, Dance",No,mixed,"Jan 20, 2023",14618865,/playlist/spotify?id=14618865,4j1MOYU3dxtPosAonssXDp,https://open.spotify.com/user/31wqa2apugzrn44p42smqyv5kjxy/playlist/4j1MOYU3dxtPosAonssXDp,22312886,/curator/spotify?id=14618865,31wqa2apugzrn44p42smqyv5kjxy,https://open.spotify.com/user/31wqa2apugzrn44p42smqyv5kjxy
VIRAL SONGS... BUT REMIXED,Tribal Trap,42.72K,-163,7%,"Electronic, Dance, Hip-Hop/Rap",No,mixed,"Jan 10, 2023",1805591,/playlist/spotify?id=1805591,3JSFQhFDVU2HTDZP9yEff8,https://open.spotify.com/user/tribaltrap/playlist/3JSFQhFDVU2HTDZP9yEff8,183545,/curator/spotify?id=1805591,tribaltrap,https://open.spotify.com/user/tribaltrap
Lofi HipHop Beats,Chill Lofi,42.69K,-243,14%,"Hip-Hop/Rap, Electronic, Ambient",No,frontline,"Jan 18, 2023",2400334,/playlist/spotify?id=2400334,7wL0iYvhvYF25NV0i1SS9E,https://open.spotify.com/user/jh6yymtsf1xxns004y53pphoh/playlist/7wL0iYvhvYF25NV0i1SS9E,14406431,/curator/spotify?id=2400334,jh6yymtsf1xxns004y53pphoh,https://open.spotify.com/user/jh6yymtsf1xxns004y53pphoh
"Hiphop Collect ",Tasty XOXO,42.68K,0,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,mixed,"Mar 09, 2022",7752318,/playlist/spotify?id=7752318,3EqnzSqnTcxpk89mAt7IVD,https://open.spotify.com/user/tynmmxcw4l5pnxjizaz3fb1op/playlist/3EqnzSqnTcxpk89mAt7IVD,19026155,/curator/spotify?id=7752318,tynmmxcw4l5pnxjizaz3fb1op,https://open.spotify.com/user/tynmmxcw4l5pnxjizaz3fb1op
old songs that slap🤷‍♂️,masonm414,42.67K,134,0%,"Hip-Hop/Rap, Pop, Rock",No,catalogue,"Jan 11, 2023",2430864,/playlist/spotify?id=2430864,3HFb592I7MuJmL1yryzEP6,https://open.spotify.com/user/mason_58_./playlist/3HFb592I7MuJmL1yryzEP6,14497404,/curator/spotify?id=2430864,mason_58_.,https://open.spotify.com/user/mason_58_.
"Funk Trap Sertanejo e Pagode ",rodrigo,42.64K,176,17%,"Latin, Hip-Hop/Rap",No,frontline,"Jan 15, 2023",15212057,/playlist/spotify?id=15212057,3nZtysCLFJzY04G9uzraF2,https://open.spotify.com/user/31xr55v6wvxamun6rhohvv27qfm4/playlist/3nZtysCLFJzY04G9uzraF2,23755032,/curator/spotify?id=15212057,31xr55v6wvxamun6rhohvv27qfm4,https://open.spotify.com/user/31xr55v6wvxamun6rhohvv27qfm4
"Bar Land ",SamplingRap,42.64K,0,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,frontline,"Mar 19, 2022",8672856,/playlist/spotify?id=8672856,47OYvnjfyGcUeFvkzpP3Up,https://open.spotify.com/user/82t6mqpyjl7wgledf7k8j4no6/playlist/47OYvnjfyGcUeFvkzpP3Up,19746478,/curator/spotify?id=8672856,82t6mqpyjl7wgledf7k8j4no6,https://open.spotify.com/user/82t6mqpyjl7wgledf7k8j4no6
UK Nights,Vert Music,42.61K,-406,0%,"Hip-Hop/Rap, R&B/Soul, Dance",No,mixed,"Nov 27, 2022",9307518,/playlist/spotify?id=9307518,5ZeXFb3peEsLmDekELRB0I,https://open.spotify.com/user/31l6jpjnb6tfkqtzr75ncqy5zo2a/playlist/5ZeXFb3peEsLmDekELRB0I,20239786,/curator/spotify?id=9307518,31l6jpjnb6tfkqtzr75ncqy5zo2a,https://open.spotify.com/user/31l6jpjnb6tfkqtzr75ncqy5zo2a
"Rap Crazy ",TrapLimit,42.60K,0,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,mixed,"Mar 19, 2022",8823580,/playlist/spotify?id=8823580,6VN5WdW9MrSEeaoIDxBeCN,https://open.spotify.com/user/10uhuc2cro8zpi3o7annjbcwu/playlist/6VN5WdW9MrSEeaoIDxBeCN,19864256,/curator/spotify?id=8823580,10uhuc2cro8zpi3o7annjbcwu,https://open.spotify.com/user/10uhuc2cro8zpi3o7annjbcwu
Girls Night Out - Party 2023,Digster Sweden,42.57K,-45,67%,"Pop, Dance, Hip-Hop/Rap",No,mixed,"Jan 13, 2023",4392,/playlist/spotify?id=4392,2XsGwqosINVfhELIERmwY4,https://open.spotify.com/user/digster.se/playlist/2XsGwqosINVfhELIERmwY4,74396,/curator/spotify?id=4392,digster.se,https://open.spotify.com/user/digster.se
Afrobeat loves Latin,Summer Tomorrow,42.55K,0,0%,"African, Hip-Hop/Rap, Afrobeat",No,frontline,"Mar 19, 2022",7820824,/playlist/spotify?id=7820824,3mTkqPEnVAz5eJPCDrrbSa,https://open.spotify.com/user/yiszdjdofcdscuqb5ilxljkyg/playlist/3mTkqPEnVAz5eJPCDrrbSa,19080695,/curator/spotify?id=7820824,yiszdjdofcdscuqb5ilxljkyg,https://open.spotify.com/user/yiszdjdofcdscuqb5ilxljkyg
hype music that everyone knows,kruti sheth,42.54K,1556,2%,"Pop, Hip-Hop/Rap, R&B/Soul",No,catalogue,"Jan 13, 2023",2408326,/playlist/spotify?id=2408326,6l3wEBANopjFYzZLppM8eJ,https://open.spotify.com/user/skillmuph8mvmkedaesm58v97/playlist/6l3wEBANopjFYzZLppM8eJ,14480501,/curator/spotify?id=2408326,skillmuph8mvmkedaesm58v97,https://open.spotify.com/user/skillmuph8mvmkedaesm58v97
TRAPPERZ Presenta: Lo mejor del 2020,Spotify,42.52K,973,0%,"Hip-Hop/Rap, Latin, Latin Hip-Hop/Rap",No,catalogue,"Dec 09, 2022",2390907,/playlist/spotify?id=2390907,37i9dQZF1DX8Az5Y1rWM7C,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX8Az5Y1rWM7C,2,/curator/spotify?id=2390907,spotify,https://open.spotify.com/user/spotify
Gym Hype 🔥 Gym Tunes,Luxe Angel Boutique 🤍👼🏼,42.52K,2060,14%,"Hip-Hop/Rap, R&B/Soul, Pop",No,mixed,"Jan 20, 2023",2402132,/playlist/spotify?id=2402132,4zpKpYKjO0D2ki4jNprrFK,https://open.spotify.com/user/1ivana2jankovic/playlist/4zpKpYKjO0D2ki4jNprrFK,14476900,/curator/spotify?id=2402132,1ivana2jankovic,https://open.spotify.com/user/1ivana2jankovic
College 101   ‍,Filtr US,42.52K,-59,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,mixed,"Jan 12, 2023",4214,/playlist/spotify?id=4214,0VkhN48djiq7VMzTc2nuZ9,https://open.spotify.com/user/myplay.com/playlist/0VkhN48djiq7VMzTc2nuZ9,115196,/curator/spotify?id=4214,myplay.com,https://open.spotify.com/user/myplay.com
Fresh Hits,Topsify US,42.48K,0,0%,"Pop, Hip-Hop/Rap, R&B/Soul",No,frontline,"May 07, 2022",7754,/playlist/spotify?id=7754,7miiGQXVM6luQXxr1CspvQ,https://open.spotify.com/user/warnermusicus/playlist/7miiGQXVM6luQXxr1CspvQ,142207,/curator/spotify?id=7754,warnermusicus,https://open.spotify.com/user/warnermusicus
Chill Lofi Christian Worship,Stephen Bradley,42.48K,1237,2%,"Christian, R&B/Soul, Hip-Hop/Rap",No,mixed,"Jan 15, 2023",2440669,/playlist/spotify?id=2440669,3iWqG37X1QamNZhNuP9NdR,https://open.spotify.com/user/1124023952/playlist/3iWqG37X1QamNZhNuP9NdR,323355,/curator/spotify?id=2440669,1124023952,https://open.spotify.com/user/1124023952
Straight Outta Old School,100 Percent,42.46K,-47,0%,"Hip-Hop/Rap, R&B/Soul, Pop",No,catalogue,"Oct 03, 2022",73011,/playlist/spotify?id=73011,6tMPgnhmsgJEODIkWc4H81,https://open.spotify.com/user/100keepit/playlist/6tMPgnhmsgJEODIkWc4H81,688,/curator/spotify?id=73011,100keepit,https://open.spotify.com/user/100keepit
Türkçe Müzik Keyfi,Digster Türkiye,42.46K,336,100%,"Pop, Alternative, Hip-Hop/Rap",No,frontline,"Jan 20, 2023",567716,/playlist/spotify?id=567716,58uRT0JfxbKQf5nUb7VbP2,https://open.spotify.com/user/digstertürkiye/playlist/58uRT0JfxbKQf5nUb7VbP2,74409,/curator/spotify?id=567716,digstertürkiye,https://open.spotify.com/user/digstertürkiye
Top Of The Pops,Top Of The Pops,42.46K,0,0%,"Pop, Hip-Hop/Rap, Alternative",No,mixed,"Oct 02, 2021",7620142,/playlist/spotify?id=7620142,6SY3J5SgIOJoeoqimSAFZL,https://open.spotify.com/user/wkobduidnu4v695fnrq1rduaf/playlist/6SY3J5SgIOJoeoqimSAFZL,18167280,/curator/spotify?id=7620142,wkobduidnu4v695fnrq1rduaf,https://open.spotify.com/user/wkobduidnu4v695fnrq1rduaf
Eminem Old-school,Sander van der Wal,42.45K,186,0%,"Hip-Hop/Rap, Pop, Rock",No,catalogue,"Jul 25, 2022",2424970,/playlist/spotify?id=2424970,6UnNMJ5CBpnZmybptaEAEz,https://open.spotify.com/user/swaggerific/playlist/6UnNMJ5CBpnZmybptaEAEz,14492837,/curator/spotify?id=2424970,swaggerific,https://open.spotify.com/user/swaggerific
A Boogie Wit da Hoodie - Me vs. Myself  (Deluxe),Topsify Radio,42.45K,1145,0%,"Hip-Hop/Rap, R&B/Soul, Latin",No,mixed,"Dec 12, 2022",15559896,/playlist/spotify?id=15559896,3IxmBubJt1uZaY39NHDpZA,https://open.spotify.com/user/ty5kkq44cnlzzvtwwob36mx4g/playlist/3IxmBubJt1uZaY39NHDpZA,5970082,/curator/spotify?id=15559896,ty5kkq44cnlzzvtwwob36mx4g,https://open.spotify.com/user/ty5kkq44cnlzzvtwwob36mx4g
Хиты русского рэпа,Spotify,42.45K,1408,0%,"Hip-Hop/Rap, Dance, Alternative Rap",Yes,catalogue,"Jan 16, 2023",2248082,/playlist/spotify?id=2248082,37i9dQZF1DXathzFlVFFpY,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXathzFlVFFpY,2,/curator/spotify?id=2248082,spotify,https://open.spotify.com/user/spotify
Top Maghreb Pop,Spotify,42.44K,1157,100%,"Hip-Hop/Rap, Pop, African Pop",No,frontline,"Jan 12, 2023",2202869,/playlist/spotify?id=2202869,37i9dQZF1DX5KSzehSFkvg,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX5KSzehSFkvg,2,/curator/spotify?id=2202869,spotify,https://open.spotify.com/user/spotify
Hip Hop instrumentals / beats,Maximilien Sautreau,42.43K,121,0%,"Hip-Hop/Rap, Electronic, Instrumental",No,catalogue,"Jan 11, 2023",68718,/playlist/spotify?id=68718,1bsMkAOsJSJYZ0lap2ryKV,https://open.spotify.com/user/fokdat/playlist/1bsMkAOsJSJYZ0lap2ryKV,81783,/curator/spotify?id=68718,fokdat,https://open.spotify.com/user/fokdat
lofi english / slowed + reverb,👑NIRAJ👑,42.43K,4762,13%,"Hip-Hop/Rap, Pop, Electronic",No,mixed,"Jan 20, 2023",9003653,/playlist/spotify?id=9003653,7msgpEqduZvJT2lqUMlM1J,https://open.spotify.com/user/31342afjdr33reh5t2lclysoofja/playlist/7msgpEqduZvJT2lqUMlM1J,20003779,/curator/spotify?id=9003653,31342afjdr33reh5t2lclysoofja,https://open.spotify.com/user/31342afjdr33reh5t2lclysoofja
Tpain,Charlene Kove,42.42K,-25,0%,"Hip-Hop/Rap, R&B/Soul, Pop",No,catalogue,"Apr 07, 2021",1711433,/playlist/spotify?id=1711433,2Pe79JTg0sfJSNmjwlM9sM,https://open.spotify.com/user/1213592606/playlist/2Pe79JTg0sfJSNmjwlM9sM,227110,/curator/spotify?id=1711433,1213592606,https://open.spotify.com/user/1213592606
Happy Vibes ☀️,SUN,42.41K,3658,0%,"Electronic, House, Hip-Hop/Rap",No,frontline,"Dec 09, 2022",13305770,/playlist/spotify?id=13305770,2FNEco0KcPZKeGiM1HwmTK,https://open.spotify.com/user/bqtxr34e0eop41yeioqxe4p2v/playlist/2FNEco0KcPZKeGiM1HwmTK,4263583,/curator/spotify?id=13305770,bqtxr34e0eop41yeioqxe4p2v,https://open.spotify.com/user/bqtxr34e0eop41yeioqxe4p2v
japanese tiktok songs 2022,Relaxing Sounds,42.40K,717,4%,"J-Pop, Hip-Hop/Rap, Electronic",No,mixed,"Jan 20, 2023",2419714,/playlist/spotify?id=2419714,0qLP6fLBHPwqtSIWXfX6N3,https://open.spotify.com/user/xbdq7aotyh862s0xlry2kzndo/playlist/0qLP6fLBHPwqtSIWXfX6N3,10398860,/curator/spotify?id=2419714,xbdq7aotyh862s0xlry2kzndo,https://open.spotify.com/user/xbdq7aotyh862s0xlry2kzndo
Nothing But Bangers,basedgodkhalil,42.40K,-218,4%,Hip-Hop/Rap,No,frontline,"Jan 10, 2023",1880399,/playlist/spotify?id=1880399,07V5T7TwGy3ZDINkG9fpTg,https://open.spotify.com/user/cd76daath7wssj3mgf7rsqblb/playlist/07V5T7TwGy3ZDINkG9fpTg,273920,/curator/spotify?id=1880399,cd76daath7wssj3mgf7rsqblb,https://open.spotify.com/user/cd76daath7wssj3mgf7rsqblb
Best Phonk Music 2022,Phonk Records,42.39K,-254,0%,"Hip-Hop/Rap, Electronic, Dance",No,mixed,"Oct 03, 2022",2349787,/playlist/spotify?id=2349787,6nEe9Vt5yX8YOaJnoLgHSz,https://open.spotify.com/user/514f8v7zqs1zrkdc794qoortl/playlist/6nEe9Vt5yX8YOaJnoLgHSz,12060856,/curator/spotify?id=2349787,514f8v7zqs1zrkdc794qoortl,https://open.spotify.com/user/514f8v7zqs1zrkdc794qoortl
"Chill Beats 💙 groove, relax",Chill Beats Music,42.39K,977,95%,"Hip-Hop/Rap, Instrumental",No,frontline,"Jan 18, 2023",2297738,/playlist/spotify?id=2297738,6I4u23Jbr00559Dn3RcUhK,https://open.spotify.com/user/vcdikomxn7xuhp0ci0pn31pn9/playlist/6I4u23Jbr00559Dn3RcUhK,283059,/curator/spotify?id=2297738,vcdikomxn7xuhp0ci0pn31pn9,https://open.spotify.com/user/vcdikomxn7xuhp0ci0pn31pn9
Top Tracks of 2019 Canada,Spotify,42.36K,13,0%,"Hip-Hop/Rap, Pop, R&B/Soul",Yes,catalogue,"Jan 01, 2023",1753270,/playlist/spotify?id=1753270,37i9dQZF1DX82re5NxbwyO,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX82re5NxbwyO,2,/curator/spotify?id=1753270,spotify,https://open.spotify.com/user/spotify
DigiListan,P3 Sveriges Radio,42.36K,66,36%,"Pop, Dance, Hip-Hop/Rap",No,frontline,"Jan 16, 2023",1849778,/playlist/spotify?id=1849778,3X609DvaT3i06upX6ZKBCn,https://open.spotify.com/user/p3_sverigesradio/playlist/3X609DvaT3i06upX6ZKBCn,119546,/curator/spotify?id=1849778,p3_sverigesradio,https://open.spotify.com/user/p3_sverigesradio
Viaggio Italiano 2022,deal.ita,42.32K,-1,0%,"Pop, Hip-Hop/Rap, Alternative",No,frontline,"Sep 17, 2022",9488812,/playlist/spotify?id=9488812,7jPsWPqM9S5t3Ij1kWigey,https://open.spotify.com/user/31wfy6jiivunrypusf4p6ms5x3y4/playlist/7jPsWPqM9S5t3Ij1kWigey,20306993,/curator/spotify?id=9488812,31wfy6jiivunrypusf4p6ms5x3y4,https://open.spotify.com/user/31wfy6jiivunrypusf4p6ms5x3y4
sad lofi hip hop beats to cry to,Wunschkind,42.30K,-236,0%,"Hip-Hop/Rap, Electronic, Alternative",No,catalogue,"Nov 26, 2022",1782008,/playlist/spotify?id=1782008,00wHFIu00pH4CJWPV4vJwA,https://open.spotify.com/user/felixheberger/playlist/00wHFIu00pH4CJWPV4vJwA,241337,/curator/spotify?id=1782008,felixheberger,https://open.spotify.com/user/felixheberger
Drinks 🍸,SUN,42.27K,3639,0%,"Electronic, House, Hip-Hop/Rap",No,frontline,"Dec 09, 2022",13207417,/playlist/spotify?id=13207417,1Tqhu6RJ0dVuTD1rKWZ8bu,https://open.spotify.com/user/bqtxr34e0eop41yeioqxe4p2v/playlist/1Tqhu6RJ0dVuTD1rKWZ8bu,4263583,/curator/spotify?id=13207417,bqtxr34e0eop41yeioqxe4p2v,https://open.spotify.com/user/bqtxr34e0eop41yeioqxe4p2v
Hip-Hop Essentials⏮,DjLinkYou,42.27K,0,0%,"Hip-Hop/Rap, R&B/Soul, Pop",No,catalogue,"Dec 25, 2022",2208399,/playlist/spotify?id=2208399,2gZA6BJqBlltLj2uCO2Wvh,https://open.spotify.com/user/yrkjs6dnap7oc1bjc33f95h1d/playlist/2gZA6BJqBlltLj2uCO2Wvh,333798,/curator/spotify?id=2208399,yrkjs6dnap7oc1bjc33f95h1d,https://open.spotify.com/user/yrkjs6dnap7oc1bjc33f95h1d
Sample Sale,Spotify,42.22K,0,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,catalogue,"May 20, 2021",2138363,/playlist/spotify?id=2138363,37i9dQZF1DWZq9Zl3rzZoW,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWZq9Zl3rzZoW,2,/curator/spotify?id=2138363,spotify,https://open.spotify.com/user/spotify
Tupac Greatest Hits - All Songs,Gay Nation,42.22K,317,7%,"Hip-Hop/Rap, Gangsta Rap, R&B/Soul",No,catalogue,"Jan 18, 2023",2392223,/playlist/spotify?id=2392223,2AaIbm0Ae04wyjOQwnpBzA,https://open.spotify.com/user/edo4md3twt4zbfiqoaq9q6ntc/playlist/2AaIbm0Ae04wyjOQwnpBzA,8435460,/curator/spotify?id=2392223,edo4md3twt4zbfiqoaq9q6ntc,https://open.spotify.com/user/edo4md3twt4zbfiqoaq9q6ntc
Quiet! This is a library!,SUKAPRIET GANG,42.20K,0,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,mixed,"Sep 21, 2021",5407675,/playlist/spotify?id=5407675,7jiB5qoLR6cR54AXBmy4kU,https://open.spotify.com/user/wn72y5007frot6zkot62cx124/playlist/7jiB5qoLR6cR54AXBmy4kU,17076407,/curator/spotify?id=5407675,wn72y5007frot6zkot62cx124,https://open.spotify.com/user/wn72y5007frot6zkot62cx124
"Hiphop Section ",See Legends,42.20K,0,0%,"Hip-Hop/Rap, R&B/Soul, Rock",No,mixed,"Oct 05, 2021",7759000,/playlist/spotify?id=7759000,3RcVe5u8aK97I1ReYwneJM,https://open.spotify.com/user/rtnsgspli4fv19z1yr82mw20s/playlist/3RcVe5u8aK97I1ReYwneJM,19031529,/curator/spotify?id=7759000,rtnsgspli4fv19z1yr82mw20s,https://open.spotify.com/user/rtnsgspli4fv19z1yr82mw20s
Animal Crossing & Chill 📓 lofi beats,GameChops,42.19K,-142,0%,"Electronic, Dance, Hip-Hop/Rap",No,mixed,"Jan 13, 2023",1921158,/playlist/spotify?id=1921158,79KjaLmT3p98Dmsph0sPo2,https://open.spotify.com/user/gamechops/playlist/79KjaLmT3p98Dmsph0sPo2,240931,/curator/spotify?id=1921158,gamechops,https://open.spotify.com/user/gamechops
Lançamentos da Semana | Novidades da Semana 💥,ONErpm,42.17K,122,100%,"Hip-Hop/Rap, Christian, Pop",No,frontline,"Jan 16, 2023",778257,/playlist/spotify?id=778257,5cRNIZGUsamvhSgDllVucA,https://open.spotify.com/user/onerpm/playlist/5cRNIZGUsamvhSgDllVucA,118933,/curator/spotify?id=778257,onerpm,https://open.spotify.com/user/onerpm
Youthful,Top Shelf,42.16K,470,100%,"Hip-Hop/Rap, R&B/Soul, Reggae",No,frontline,"Jan 20, 2023",14983156,/playlist/spotify?id=14983156,16C9m8Rxf78CkCjS0GRvAq,https://open.spotify.com/user/31vzto5nds5meqei6xwpdapljrbe/playlist/16C9m8Rxf78CkCjS0GRvAq,23614687,/curator/spotify?id=14983156,31vzto5nds5meqei6xwpdapljrbe,https://open.spotify.com/user/31vzto5nds5meqei6xwpdapljrbe
Lounge Soft House 🌞,SUN,42.16K,3515,0%,"Electronic, House, Hip-Hop/Rap",No,frontline,"Dec 09, 2022",13305771,/playlist/spotify?id=13305771,6CR9ymScchHi2upcI6I5Gk,https://open.spotify.com/user/bqtxr34e0eop41yeioqxe4p2v/playlist/6CR9ymScchHi2upcI6I5Gk,4263583,/curator/spotify?id=13305771,bqtxr34e0eop41yeioqxe4p2v,https://open.spotify.com/user/bqtxr34e0eop41yeioqxe4p2v
Stripper Music,Neil Beinert,42.14K,-81,0%,"Hip-Hop/Rap, R&B/Soul, Pop",No,catalogue,"Jan 05, 2023",542399,/playlist/spotify?id=542399,358mYkCxCIFNCQ2080iQqy,https://open.spotify.com/user/1235296374/playlist/358mYkCxCIFNCQ2080iQqy,31916,/curator/spotify?id=542399,1235296374,https://open.spotify.com/user/1235296374
"Sad Rap Vibes ",Maximum,42.14K,5392,27%,"Hip-Hop/Rap, Pop, Alternative",No,mixed,"Jan 20, 2023",9504387,/playlist/spotify?id=9504387,7Bt5KdLvGeekDvwynfdpY9,https://open.spotify.com/user/31ijqypd3yilsxgd2xzfxyupqnye/playlist/7Bt5KdLvGeekDvwynfdpY9,20389604,/curator/spotify?id=9504387,31ijqypd3yilsxgd2xzfxyupqnye,https://open.spotify.com/user/31ijqypd3yilsxgd2xzfxyupqnye
It's Lit,Pinnacle,42.12K,0,0%,"Hip-Hop/Rap, Pop, Rock",No,frontline,"Aug 02, 2022",13460201,/playlist/spotify?id=13460201,1b92kzkBYlJcMd2tkaaZKL,https://open.spotify.com/user/317cjtfj4juydtccbgrhov75toeu/playlist/1b92kzkBYlJcMd2tkaaZKL,22472850,/curator/spotify?id=13460201,317cjtfj4juydtccbgrhov75toeu,https://open.spotify.com/user/317cjtfj4juydtccbgrhov75toeu
On Repeat,Enlightened Playlists,42.09K,0,0%,"Hip-Hop/Rap, Pop, Alternative",No,frontline,"Dec 01, 2021",6649713,/playlist/spotify?id=6649713,7ziyMAJVwHKpljd016y5a7,https://open.spotify.com/user/cjyy4287efvnsq5y4lzmitwev/playlist/7ziyMAJVwHKpljd016y5a7,18137558,/curator/spotify?id=6649713,cjyy4287efvnsq5y4lzmitwev,https://open.spotify.com/user/cjyy4287efvnsq5y4lzmitwev
New Rap 🔥Updated Weekly🔥,Tony Cortes,42.08K,1102,7%,"Hip-Hop/Rap, Electronic, R&B/Soul",No,frontline,"Jan 13, 2023",2332137,/playlist/spotify?id=2332137,4R2ujKXTNoI7l2z7G1LfqL,https://open.spotify.com/user/tonycuttz/playlist/4R2ujKXTNoI7l2z7G1LfqL,10864480,/curator/spotify?id=2332137,tonycuttz,https://open.spotify.com/user/tonycuttz
Instrumental hip hop beats,Elias Jungbeck,42.05K,-5,0%,"Hip-Hop/Rap, Rock, Instrumental",No,catalogue,"Dec 31, 2022",1733154,/playlist/spotify?id=1733154,6lkaquCkYVNB2OQTRgsL2M,https://open.spotify.com/user/eliaslilyoungbuck/playlist/6lkaquCkYVNB2OQTRgsL2M,185917,/curator/spotify?id=1733154,eliaslilyoungbuck,https://open.spotify.com/user/eliaslilyoungbuck
Guns & Roses,atlantslaughty,42.04K,0,1%,"Hip-Hop/Rap, Rock, Alternative",No,frontline,"Jan 13, 2023",11861203,/playlist/spotify?id=11861203,7GHyOhHndKgFsnxiDC9Hqb,https://open.spotify.com/user/31azah6d4637w6zq4x7ddu33opmu/playlist/7GHyOhHndKgFsnxiDC9Hqb,21360964,/curator/spotify?id=11861203,31azah6d4637w6zq4x7ddu33opmu,https://open.spotify.com/user/31azah6d4637w6zq4x7ddu33opmu
New Music Friday Thailand,Spotify,42.03K,251,100%,"Pop, Hip-Hop/Rap, K-Pop",No,frontline,"Jan 20, 2023",1666118,/playlist/spotify?id=1666118,37i9dQZF1DX2ZbLEg4W5iS,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX2ZbLEg4W5iS,2,/curator/spotify?id=1666118,spotify,https://open.spotify.com/user/spotify
Gilles Peterson Worldwide Radio,Gilles Peterson,42.03K,38,0%,"Jazz, R&B/Soul, Hip-Hop/Rap",No,mixed,"Sep 17, 2022",65916,/playlist/spotify?id=65916,0k5hJzzAvLllBUJYEJddJT,https://open.spotify.com/user/gillespetersonofficial/playlist/0k5hJzzAvLllBUJYEJddJT,84078,/curator/spotify?id=65916,gillespetersonofficial,https://open.spotify.com/user/gillespetersonofficial
ALL ACCESS: EVELYNN,riotrecords,42.02K,11,0%,"Pop, Hip-Hop/Rap, Alternative",No,catalogue,"Oct 31, 2020",2440541,/playlist/spotify?id=2440541,1lqzpjl63c86jMvy6fVYOv,https://open.spotify.com/user/riotrecords/playlist/1lqzpjl63c86jMvy6fVYOv,14484533,/curator/spotify?id=2440541,riotrecords,https://open.spotify.com/user/riotrecords
lofi hip hop beats 📀  2023,BeatTape,42.02K,52,94%,"Hip-Hop/Rap, Easy Listening",No,mixed,"Jan 15, 2023",5082153,/playlist/spotify?id=5082153,4zNxHXPwA3ld01UR4Pwss3,https://open.spotify.com/user/rx5bwbvv6wpfohd740imi1uzg/playlist/4zNxHXPwA3ld01UR4Pwss3,377915,/curator/spotify?id=5082153,rx5bwbvv6wpfohd740imi1uzg,https://open.spotify.com/user/rx5bwbvv6wpfohd740imi1uzg
